,unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,closed_date,response_time,day_of_week,hour,location_latitude,location_longitude,location_human_address
924,64952683,2025-05-15 22:35:56,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11436,130-11 149 STREET,149 STREET,ADDRESS,JAMAICA,Closed,The Police Department responded to the complaint and took action to fix the condition.,2025-05-15T22:56:06.000,12 QUEENS,4121120028,QUEENS,1042556,183346,MOBILE,Unspecified,QUEENS,40.66972716032894,-73.78981744790492,130 AVENUE,133 AVENUE,130 AVENUE,133 AVENUE,149 STREET,2025-05-15 22:56:03,0.3352777777777778,Thursday,22,40.66972716032894,-73.78981744790492,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
925,64955688,2025-05-15 22:35:47,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10031,528 WEST  150 STREET,WEST  150 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2025-05-15T23:00:13.000,09 MANHATTAN,1020810143,MANHATTAN,999122,241234,ONLINE,Unspecified,MANHATTAN,40.828794554849885,-73.94626102370175,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,WEST  150 STREET,2025-05-15 23:00:08,0.4058333333333333,Thursday,22,40.828794554849885,-73.94626102370175,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
926,64953622,2025-05-15 22:35:45,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11360,208-39 30 AVENUE,30 AVENUE,ADDRESS,BAYSIDE,In Progress,,,11 QUEENS,4059900056,QUEENS,1044752,221027,ONLINE,Unspecified,QUEENS,40.773137338879216,-73.78156257788177,208 STREET,CORPORAL KENNEDY STREET,208 STREET,CORPORAL KENNEDY STREET,30 AVENUE,,,Thursday,22,40.773137338879216,-73.78156257788177,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
927,64962567,2025-05-15 22:35:42,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Tow Truck Company,Business,11373,92-10 59 AVENUE,59 AVENUE,ADDRESS,ELMHURST,In Progress,,,04 QUEENS,4018750001,QUEENS,1020609,206805,PHONE,Unspecified,QUEENS,40.73423387811893,-73.86880559380525,92 STREET,94 STREET,92 STREET,94 STREET,59 AVENUE,,,Thursday,22,40.73423387811893,-73.86880559380525,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
928,64954418,2025-05-15 22:35:42,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11204,4601 18 AVENUE,18 AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2025-05-15T23:16:14.000,12 BROOKLYN,3054390019,BROOKLYN,990036,168727,MOBILE,Unspecified,BROOKLYN,40.62979128779938,-73.97915502051254,46 STREET,47 STREET,46 STREET,47 STREET,18 AVENUE,2025-05-15 23:16:12,0.675,Thursday,22,40.62979128779938,-73.97915502051254,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
929,64955934,2025-05-15 22:35:24,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11218,1428 36 STREET,36 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2025-05-16T00:07:08.000,12 BROOKLYN,3053490001,BROOKLYN,989364,172630,ONLINE,Unspecified,BROOKLYN,40.64050460625327,-73.98157304873895,14 AVENUE,15 AVENUE,14 AVENUE,15 AVENUE,36 STREET,2025-05-16 00:07:04,1.5277777777777777,Thursday,22,40.640504606253266,-73.98157304873895,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
930,64960605,2025-05-15 22:35:21,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11219,1067 39 STREET,39 STREET,ADDRESS,BROOKLYN,In Progress,,2025-05-16T02:10:21.000,12 BROOKLYN,3052880057,BROOKLYN,986677,173769,ONLINE,Unspecified,BROOKLYN,40.64363206059975,-73.99125453526885,10 AVENUE,FORT HAMILTON PARKWAY,10 AVENUE,FORT HAMILTON PARKWAY,39 STREET,,,Thursday,22,40.64363206059975,-73.99125453526885,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
931,64962189,2025-05-15 22:35:03,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Apt. Building,10035,2400 2 AVENUE,2 AVENUE,ADDRESS,NEW YORK,In Progress,,,11 MANHATTAN,1017970001,MANHATTAN,1002403,231268,MOBILE,Unspecified,MANHATTAN,40.80143454654757,-73.93443230896085,EAST  123 STREET,EAST  124 STREET,EAST  123 STREET,EAST  124 STREET,2 AVENUE,,,Thursday,22,40.80143454654757,-73.93443230896085,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
932,64952595,2025-05-15 22:35:02,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10468,2276 UNIVERSITY AVENUE,UNIVERSITY AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2025-05-15T23:09:26.000,07 BRONX,2032120015,BRONX,1009978,252781,MOBILE,Unspecified,BRONX,40.86046271339311,-73.90698931494738,WEST  183 STREET,DEVOE PARK PATH,WEST  183 STREET,DEVOE PARK PATH,UNIVERSITY AVENUE,2025-05-15 23:09:22,0.5722222222222222,Thursday,22,40.86046271339311,-73.90698931494738,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
933,64963130,2025-05-15 22:34:49,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10472,1007 WARD AVENUE,WARD AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2025-05-15T00:00:00.000,09 BRONX,2037150064,BRONX,1018479,239692,PHONE,Unspecified,BRONX,40.82450840317144,-73.87632373368996,,,,,,,,Thursday,22,40.82450840317144,-73.87632373368996,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
934,64952918,2025-05-15 22:34:43,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11230,AVENUE O,AVENUE O,INTERSECTION,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2025-05-15T23:12:38.000,12 BROOKLYN,,BROOKLYN,993771,162329,PHONE,Unspecified,BROOKLYN,40.61222688596051,-73.96570811715316,AVENUE O,EAST    8 STREET,AVENUE O,EAST    8 STREET,,2025-05-15 23:12:35,0.6311111111111111,Thursday,22,40.61222688596051,-73.96570811715316,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
935,64955058,2025-05-15 22:34:35,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11229,AVENUE R,AVENUE R,INTERSECTION,,In Progress,,,15 BROOKLYN,,BROOKLYN,995475,159915,PHONE,Unspecified,BROOKLYN,40.60559895685511,-73.95957481620331,AVENUE R,EAST   13 STREET,AVENUE R,EAST   13 STREET,,,,Thursday,22,40.60559895685511,-73.95957481620331,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
936,64953712,2025-05-15 22:34:23,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10462,2100 ELLIS AVENUE,ELLIS AVENUE,ADDRESS,BRONX,In Progress,,,09 BRONX,2038120009,BRONX,1024707,242537,MOBILE,Unspecified,BRONX,40.83229077396266,-73.85380359856984,OLMSTEAD AVENUE,CASTLE HILL AVENUE,OLMSTEAD AVENUE,CASTLE HILL AVENUE,ELLIS AVENUE,,,Thursday,22,40.83229077396266,-73.85380359856984,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
937,64958269,2025-05-15 22:34:19,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11214,BAY   17 STREET,BAY   17 STREET,INTERSECTION,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2025-05-16T00:11:38.000,11 BROOKLYN,,BROOKLYN,981437,158317,PHONE,Unspecified,BROOKLYN,40.60121943499953,-74.01012994023702,BAY   17 STREET,SHORE PARKWAY,BAY   17 STREET,SHORE PARKWAY,,2025-05-16 00:11:34,1.6208333333333333,Thursday,22,40.60121943499953,-74.01012994023702,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
938,64954419,2025-05-15 22:34:17,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10039,210 WEST  153 STREET,WEST  153 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2025-05-15T23:11:44.000,10 MANHATTAN,,MANHATTAN,1002046,240511,PHONE,Unspecified,MANHATTAN,40.826804719288,-73.93569726672507,ADAM CLAYTON POWELL JR BOULEVARD,DEAD END,ADAM CLAYTON POWELL JR BOULEVARD,DEAD END,WEST  153 STREET,2025-05-15 23:11:41,0.6233333333333333,Thursday,22,40.826804719288,-73.93569726672507,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
939,64958566,2025-05-15 22:34:03,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10314,256 MELBA STREET,MELBA STREET,ADDRESS,STATEN ISLAND,Closed,The Police Department responded to the complaint and took action to fix the condition.,2025-05-15T22:52:21.000,02 STATEN ISLAND,5007520685,STATEN ISLAND,949598,159927,ONLINE,Unspecified,STATEN ISLAND,40.60557125330848,-74.1247940589551,WESTWOOD AVENUE,HOLDEN BOULEVARD,WESTWOOD AVENUE,HOLDEN BOULEVARD,MELBA STREET,2025-05-15 22:52:16,0.3036111111111111,Thursday,22,40.605571253308476,-74.1247940589551,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
940,64952529,2025-05-15 22:34:03,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10027,2228 7 AVENUE,7 AVENUE,ADDRESS,NEW YORK,In Progress,,2025-05-16T00:59:56.000,10 MANHATTAN,1019370031,MANHATTAN,999366,235484,ONLINE,Unspecified,MANHATTAN,40.81301201720302,-73.94539229869659,WEST  131 STREET,WEST  132 STREET,WEST  131 STREET,WEST  132 STREET,7 AVENUE,,,Thursday,22,40.81301201720302,-73.94539229869659,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
941,64962744,2025-05-15 22:33:51,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11201,119 COLUMBIA HEIGHTS,COLUMBIA HEIGHTS,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-05-15T23:33:25.000,02 BROOKLYN,3002297501,BROOKLYN,985343,193889,ONLINE,Unspecified,BROOKLYN,40.69885721883109,-73.99605821551805,PINEAPPLE STREET,CLARK STREET,PINEAPPLE STREET,CLARK STREET,COLUMBIA HEIGHTS,2025-05-15 23:33:22,0.9919444444444444,Thursday,22,40.698857218831094,-73.99605821551805,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
942,64960983,2025-05-15 22:33:50,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11357,199-35 24 ROAD,24 ROAD,ADDRESS,WHITESTONE,Closed,The Police Department issued a summons in response to the complaint.,2025-05-15T23:02:01.000,07 QUEENS,4057980046,QUEENS,1041943,221687,ONLINE,Unspecified,QUEENS,40.77496764049943,-73.79169853247329,UTOPIA PARKWAY,201 STREET,UTOPIA PARKWAY,201 STREET,24 ROAD,2025-05-15 23:01:57,0.4686111111111111,Thursday,22,40.77496764049943,-73.79169853247329,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
943,64963033,2025-05-15 22:33:46,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11205,KENT AVENUE,KENT AVENUE,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2025-05-15T22:41:03.000,03 BROOKLYN,,BROOKLYN,995406,193003,ONLINE,Unspecified,BROOKLYN,40.69641839095006,-73.95976858130945,KENT AVENUE,PARK AVENUE,KENT AVENUE,PARK AVENUE,,2025-05-15 22:41:00,0.12055555555555555,Thursday,22,40.69641839095006,-73.95976858130945,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
944,64962890,2025-05-15 22:33:46,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10458,2567 DECATUR AVENUE,DECATUR AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2025-05-15T23:12:27.000,07 BRONX,2032750046,BRONX,1014400,253577,ONLINE,Unspecified,BRONX,40.86263349715112,-73.89099953796519,EAST FORDHAM ROAD,EAST  193 STREET,EAST FORDHAM ROAD,EAST  193 STREET,DECATUR AVENUE,2025-05-15 23:12:23,0.6436111111111111,Thursday,22,40.86263349715112,-73.89099953796519,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
945,64959236,2025-05-15 22:33:42,DSNY,Department of Sanitation,Residential Disposal Complaint,Bin Not Used,Sidewalk,11207,51 ELDERT STREET,ELDERT STREET,ADDRESS,BROOKLYN,In Progress,,,04 BROOKLYN,3034080040,BROOKLYN,1008259,189351,ONLINE,Unspecified,BROOKLYN,40.68636896200848,-73.91343037977468,BROADWAY,BUSHWICK AVENUE,BROADWAY,BUSHWICK AVENUE,ELDERT STREET,,,Thursday,22,40.68636896200848,-73.91343037977468,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
946,64957433,2025-05-15 22:33:38,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10465,1631 BAY SHORE AVENUE,BAY SHORE AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-05-15T23:32:00.000,10 BRONX,2054170182,BRONX,1035040,247909,ONLINE,Unspecified,BRONX,40.84698194028358,-73.81642343378877,AMPERE AVENUE,WATT AVENUE,AMPERE AVENUE,WATT AVENUE,BAY SHORE AVENUE,2025-05-15 23:31:57,0.9719444444444445,Thursday,22,40.84698194028358,-73.81642343378877,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
947,64952227,2025-05-15 22:33:35,DSNY,Department of Sanitation,Dirty Condition,Debris from Car Accident,Street,10010,41 MADISON AVENUE,MADISON AVENUE,ADDRESS,NEW YORK,In Progress,,,05 MANHATTAN,1008550037,MANHATTAN,987936,209832,PHONE,Unspecified,MANHATTAN,40.74261620740945,-73.9866981148064,EAST   25 STREET,EAST   26 STREET,EAST   25 STREET,EAST   26 STREET,MADISON AVENUE,,,Thursday,22,40.74261620740945,-73.9866981148064,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
948,64958693,2025-05-15 22:33:34,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11377,63-37 39 AVENUE,39 AVENUE,ADDRESS,WOODSIDE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-05-16T00:29:21.000,02 QUEENS,4012180001,QUEENS,1011862,211297,MOBILE,Unspecified,QUEENS,40.74659492559728,-73.90034897798496,63 STREET,64 STREET,63 STREET,64 STREET,39 AVENUE,2025-05-16 00:29:19,1.9291666666666667,Thursday,22,40.74659492559728,-73.90034897798496,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
949,64954281,2025-05-15 22:33:32,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10304,470 VANDERBILT AVENUE,VANDERBILT AVENUE,ADDRESS,STATEN ISLAND,In Progress,,,01 STATEN ISLAND,5028790048,STATEN ISLAND,960690,163356,PHONE,Unspecified,STATEN ISLAND,40.61501958097397,-74.08485985354805,HILLSIDE AVENUE,HAMILTON STREET,HILLSIDE AVENUE,HAMILTON STREET,VANDERBILT AVENUE,,,Thursday,22,40.615019580973964,-74.08485985354805,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
950,64957416,2025-05-15 22:33:29,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11249,SOUTH   11 STREET,SOUTH   11 STREET,INTERSECTION,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2025-05-15T22:51:56.000,01 BROOKLYN,,BROOKLYN,993293,197090,MOBILE,Unspecified,BROOKLYN,40.70763865862304,-73.96738311652545,SOUTH   11 STREET,WYTHE AVENUE,SOUTH   11 STREET,WYTHE AVENUE,,2025-05-15 22:51:53,0.30666666666666664,Thursday,22,40.70763865862304,-73.96738311652545,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
951,64957279,2025-05-15 22:33:18,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10025,57 WEST  105 STREET,WEST  105 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-05-16T00:40:39.000,07 MANHATTAN,1018410009,MANHATTAN,994678,230065,ONLINE,Unspecified,MANHATTAN,40.79814513407423,-73.96233647038221,MANHATTAN AVENUE,COLUMBUS AVENUE,MANHATTAN AVENUE,COLUMBUS AVENUE,WEST  105 STREET,2025-05-16 00:40:36,2.1216666666666666,Thursday,22,40.79814513407423,-73.96233647038221,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
952,64954522,2025-05-15 22:33:13,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11209,101 MARINE AVENUE,MARINE AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2025-05-16T00:41:33.000,10 BROOKLYN,3061160008,BROOKLYN,974185,164296,MOBILE,Unspecified,BROOKLYN,40.617625292626464,-74.03625414509077,95 STREET,95 STREET,95 STREET,95 STREET,MARINE AVENUE,2025-05-16 00:41:29,2.137777777777778,Thursday,22,40.617625292626464,-74.03625414509077,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
953,64957319,2025-05-15 22:33:05,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11385,1702 STANHOPE STREET,STANHOPE STREET,ADDRESS,RIDGEWOOD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2025-05-16T00:32:19.000,05 QUEENS,4034290001,QUEENS,1007730,196433,ONLINE,Unspecified,QUEENS,40.705808816820905,-73.91531311473481,CYPRESS AVENUE,SENECA AVENUE,CYPRESS AVENUE,SENECA AVENUE,STANHOPE STREET,2025-05-16 00:32:15,1.9861111111111112,Thursday,22,40.705808816820905,-73.91531311473481,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
954,64962898,2025-05-15 22:32:54,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10026,141 WEST  116 STREET,WEST  116 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-05-15T23:22:11.000,10 MANHATTAN,1019010012,MANHATTAN,997841,231671,ONLINE,Unspecified,MANHATTAN,40.80254886575787,-73.95090919570687,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,WEST  116 STREET,2025-05-15 23:22:08,0.8205555555555556,Thursday,22,40.80254886575787,-73.95090919570687,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
955,64959324,2025-05-15 22:32:53,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10463,3803 SEDGWICK AVENUE,SEDGWICK AVENUE,ADDRESS,BRONX,In Progress,,2025-05-16T01:22:29.000,08 BRONX,2032630325,BRONX,1012967,260644,MOBILE,Unspecified,BRONX,40.8820350085276,-73.89614992878512,WEST  238 STREET,STEVENSON PLACE,WEST  238 STREET,STEVENSON PLACE,SEDGWICK AVENUE,,,Thursday,22,40.8820350085276,-73.89614992878512,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
956,64962031,2025-05-15 22:32:48,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11419,104-22 120 STREET,120 STREET,ADDRESS,SOUTH RICHMOND HILL,In Progress,,,10 QUEENS,4095730022,QUEENS,1033295,189351,MOBILE,Unspecified,QUEENS,40.68626564169045,-73.82315787254167,LIBERTY AVENUE,107 AVENUE,LIBERTY AVENUE,107 AVENUE,120 STREET,,,Thursday,22,40.68626564169045,-73.82315787254167,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
957,64955868,2025-05-15 22:32:44,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11203,130 EAST   37 STREET,EAST   37 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-05-15T22:46:12.000,17 BROOKLYN,3048570034,BROOKLYN,1000020,177589,PHONE,Unspecified,BROOKLYN,40.65410342300532,-73.94316537478205,LENOX ROAD,LINDEN BOULEVARD,LENOX ROAD,LINDEN BOULEVARD,EAST   37 STREET,2025-05-15 22:46:08,0.22333333333333333,Thursday,22,40.65410342300532,-73.94316537478205,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
958,64957035,2025-05-15 22:32:40,NYPD,New York City Police Department,Drinking,In Public,Store/Commercial,11377,63-37 39 AVENUE,39 AVENUE,ADDRESS,WOODSIDE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-05-16T00:28:10.000,02 QUEENS,4012180001,QUEENS,1011862,211297,ONLINE,Unspecified,QUEENS,40.74659492559728,-73.90034897798496,63 STREET,64 STREET,63 STREET,64 STREET,39 AVENUE,2025-05-16 00:28:07,1.9241666666666666,Thursday,22,40.74659492559728,-73.90034897798496,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
959,64962008,2025-05-15 22:32:35,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,10467,630 MACE AVENUE,MACE AVENUE,ADDRESS,BRONX,In Progress,,2025-05-16T01:31:09.000,11 BRONX,2044240033,BRONX,1020254,253809,PHONE,Unspecified,BRONX,40.86324833205278,-73.86983451578364,BRONX PARK EAST,BARKER AVENUE,BRONX PARK EAST,BARKER AVENUE,MACE AVENUE,,,Thursday,22,40.86324833205278,-73.86983451578364,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
960,64958095,2025-05-15 22:32:14,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11230,1726 MCDONALD AVENUE,MCDONALD AVENUE,ADDRESS,BROOKLYN,In Progress,,,11 BROOKLYN,3066070016,BROOKLYN,991641,161795,ONLINE,Unspecified,BROOKLYN,40.61076319860658,-73.9733803438159,AVENUE O,65 STREET,AVENUE O,65 STREET,MCDONALD AVENUE,,,Thursday,22,40.61076319860658,-73.9733803438159,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
961,64952812,2025-05-15 22:32:02,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11234,1273 EAST   68 STREET,EAST   68 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2025-05-15T22:43:08.000,18 BROOKLYN,3083550013,BROOKLYN,1007632,166475,MOBILE,Unspecified,BROOKLYN,40.6235810548747,-73.91577047507731,AVENUE L,AVENUE M,AVENUE L,AVENUE M,EAST   68 STREET,2025-05-15 22:43:06,0.18444444444444444,Thursday,22,40.6235810548747,-73.91577047507731,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
962,64961850,2025-05-15 22:32:00,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),Unknown,10310,784 POST AVENUE,POST AVENUE,ADDRESS,STATEN ISLAND,Open,,,01 STATEN ISLAND,,STATEN ISLAND,948956,169265,PHONE,Unspecified,STATEN ISLAND,40.63119956284645,-74.12715493987938,CARY AVE,GREENLEAF AVE,,,,,,Thursday,22,40.631199562846454,-74.12715493987938,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
963,64954791,2025-05-15 22:32:00,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),Unknown,10002,47 PITT STREET,PITT STREET,ADDRESS,NEW YORK,Open,,,03 MANHATTAN,1003430070,MANHATTAN,988952,200615,ONLINE,Unspecified,MANHATTAN,40.71731731571966,-73.98303805657083,DELANCEY ST,RIVINGTON ST,,,,,,Thursday,22,40.71731731571966,-73.98303805657083,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
964,64960457,2025-05-15 22:32:00,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),Unknown,11235,Unknown,,INTERSECTION,BROOKLYN,Open,,,15 BROOKLYN,,BROOKLYN,1001270,155702,ONLINE,Unspecified,BROOKLYN,40.5940258928576,-73.93871559801053,,,BROWN STREET,AVENUE X,,,,Thursday,22,40.594025892857594,-73.93871559801053,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
965,64952467,2025-05-15 22:31:51,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11225,479 FLATBUSH AVENUE,FLATBUSH AVENUE,ADDRESS,BROOKLYN,In Progress,,2025-05-16T02:07:36.000,09 BROOKLYN,3011970006,BROOKLYN,994776,180693,MOBILE,Unspecified,BROOKLYN,40.66263100626186,-73.96205975138928,EMPIRE BOULEVARD,LEFFERTS AVENUE,EMPIRE BOULEVARD,LEFFERTS AVENUE,FLATBUSH AVENUE,,,Thursday,22,40.66263100626186,-73.96205975138928,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
966,64958875,2025-05-15 22:31:50,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11102,26-14 12 STREET,12 STREET,ADDRESS,ASTORIA,Open,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2025-05-15T00:00:00.000,01 QUEENS,4009030037,QUEENS,1003717,221250,PHONE,Unspecified,QUEENS,40.773935030746514,-73.92971524441536,,,,,,,,Thursday,22,40.773935030746514,-73.92971524441536,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
967,64955186,2025-05-15 22:31:44,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10027,2321 8 AVENUE,8 AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2025-05-15T22:43:56.000,10 MANHATTAN,1019510022,MANHATTAN,997713,234355,ONLINE,Unspecified,MANHATTAN,40.8099159003716,-73.95136615022554,WEST  124 STREET,WEST  125 STREET,WEST  124 STREET,WEST  125 STREET,8 AVENUE,2025-05-15 22:43:52,0.20222222222222222,Thursday,22,40.8099159003716,-73.95136615022554,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
